movie_id,title,year,genre,rating,votes,runtime_min,budget_usd,revenue_usd
2326,The Steel Line,1997,Action,8.3,7915,75,176186143,129839879
2327,The Blue Blood,2018,Crime,7.8,4320,167,184365738,115791896
2328,The Hollow Star,2015,Documentary,7.4,140,110,88028152,73632989
2329,The Eternal Hour,1996,Sci-Fi,6.2,14407,164,145165782,877619135
2330,The Wild Line,1977,Drama,7.2,128701,162,231657219,161988868
2331,The Iron Code,2023,Thriller,4.6,27748,155,111400014,272787793
2332,The Last Knight,2023,Comedy,8.4,1026429,100,87725126,121626373
2333,The Wild Rain,2023,Romance,7.6,11716,178,164850289,458852278
2334,The Blue Line,2008,Thriller,7.9,9800,102,104962705,100173564
2335,The Night Star,1991,Comedy,6.1,39975,140,210616689,551918155
2336,The Night Hour,2009,Documentary,7.6,4201,161,114193577,238725647
2337,The Silent Rain,1994,Animation,6.3,17489,161,111991735,451427265
2338,The Wild Road,1995,Documentary,7.8,87133,145,246572839,1216300694
2339,The Hollow Blood,2024,Thriller,7.7,133978,111,226300778,307397265
2340,The Broken Dream,2003,Documentary,5.0,1238639,180,234327565,152388147
2341,The Last River,1993,Romance,9.3,14491,114,161194982,193453935
2342,The Dark House,2023,Crime,6.9,19442,174,56824085,12227860
2343,The Gold Game,1992,Thriller,6.3,11160,139,41269381,29865232
2344,The Broken Line,2008,Action,4.0,55234,106,92793238,257252456
2345,The Red Line,2015,Comedy,5.2,1120,148,198800025,142838422
2346,The Storm River,1980,Comedy,3.7,95083,139,153389903,268918462
2347,The Last Ocean,2010,Sci-Fi,8.8,22755,132,212407798,981629786
2348,The Wild Knight,2005,Sci-Fi,8.2,2216,140,173560029,503890010
2349,The Silver Knight,2021,Romance,4.7,8234,175,224846675,52951113
2350,The Silver River,2020,Sci-Fi,6.9,2664,151,158347979,135829890
2351,The Iron Knight,2020,Romance,7.0,726,148,190078335,100883637
2352,The Last Road,1992,Action,7.4,831161,154,144621000,40993757
2353,The Blue Dream,1997,Crime,9.1,26255,114,131071335,14608095
2354,The Iron War,1980,Action,7.7,922,139,92156438,43683166
2355,The Night Blood,1987,Comedy,6.0,290114,167,61647663,212068501
2356,The Iron Hour,2009,Thriller,7.5,96026,114,249482962,1177382498
2357,The Last Blood,1980,Thriller,9.6,1611,122,53504734,58817927
2358,The Silver Edge,2014,Action,5.9,12608,90,132254027,203020320
2359,The Lost Light,2011,Documentary,4.3,29628,121,217802182,391387018
2360,The Hollow River,1997,Animation,6.2,64617,143,56172617,27172535
2361,The Shadow Ocean,2020,Drama,6.7,2945,124,51755399,17329763
2362,The Dark Code,1981,Comedy,4.2,4181382,148,125368906,294382864
2363,The Blue Star,1986,Comedy,7.6,19568,86,24395768,18334755
2364,The Iron Ocean,1996,Action,7.0,169364,100,228894961,172035501
2365,The Storm Game,2003,Documentary,5.9,784769,127,97787774,174722982
2366,The Iron Hour,2001,Animation,6.7,375489,105,202142007,585574447
2367,The Fire House,2022,Horror,8.4,2158,153,231233599,804961557
2368,The Shadow Road,1994,Drama,6.2,318314,153,26040584,102458314
2369,The Wild Blood,2022,Horror,7.7,12447,91,41787415,135146071
2370,The Last Knight,1985,Action,7.7,50695,154,153600389,82633640
2371,The Neon Rain,1997,Action,5.8,363714,156,95407421,121867549
2372,The Wild War,2020,Sci-Fi,6.2,6634,80,174245140,128516487
2373,The Dark Game,1987,Animation,3.4,3380,112,90839205,18279656
2374,The Shadow Road,2016,Action,5.3,3719,80,78319109,117871343
2375,The Storm House,2001,Crime,7.1,133265,177,108143163,338364811
2376,The Silent Road,1976,Thriller,3.8,8875,139,196602758,329477052
2377,The Steel World,1977,Animation,7.7,43260,178,37114560,16899592
2378,The Blue Light,2003,Action,7.3,77935,129,188168488,335331376
2379,The Gold Heart,2001,Crime,4.7,1052,86,27222631,40488757
2380,The Steel Knight,1992,Thriller,4.2,61492,85,203310499,314073628
2381,The Hollow Hour,1996,Sci-Fi,8.1,9829,96,193805944,310833533
2382,The Night Code,2004,Romance,8.0,1133516,121,63641678,58835039
2383,The Neon Road,1980,Animation,7.9,49735,91,177498454,522372940
2384,The Fire Code,2023,Drama,6.1,30212,142,201847345,107769558
2385,The Night Blood,1998,Thriller,7.0,25503,95,142072800,81623950
2386,The Broken Heart,1977,Horror,3.2,14149,118,115647149,170121607
2387,The Hollow Heart,2015,Romance,6.2,186418,177,149086195,517133751
2388,The Red Game,1984,Crime,6.5,2330,100,22786474,93140051
2389,The Iron World,2015,Horror,7.4,39343,165,123770029,493670407
2390,The Silver Edge,2018,Documentary,7.9,15332,90,226225525,494810937
2391,The Broken Ocean,2002,Comedy,6.5,40228,115,20311643,217983622
2392,The Blue Blood,2014,Animation,7.5,10883,129,64775658,296295670
2393,The Blue Ocean,1986,Crime,7.1,46438,94,47319061,75967439
2394,The Broken House,1985,Comedy,6.8,19561,81,153397684,531534673
2395,The Night Rain,2015,Thriller,9.1,519,100,245273403,791438736
2396,The Storm Road,1998,Sci-Fi,3.9,186579,126,201486608,194201857
2397,The Gold Light,2001,Drama,7.4,340246,80,166102369,822533473
2398,The Iron Edge,2006,Crime,5.6,759,170,56354112,42019110
2399,The Fire World,1979,Romance,8.2,1247900,119,110727831,115803026
2400,The Wild Rain,2022,Romance,7.8,672878,159,59386849,162074261
2401,The Wild World,1995,Sci-Fi,5.9,5259,108,59396555,267840942
2402,The Hollow Code,1993,Comedy,6.3,56403,77,224120736,287502262
2403,The Iron Edge,2013,Drama,5.0,13880,148,182888155,391074550
2404,The Night World,1996,Romance,6.5,7178,110,167406497,262104283
2405,The The Blood,2017,Romance,5.5,16467,174,86695143,135510887
2406,The Neon Heart,1994,Documentary,6.0,62897,176,191149793,33824549
2407,The Silver House,1981,Documentary,5.8,1860020,167,1717498,5012464
2408,The Dark House,2000,Comedy,7.7,10105,101,97621197,178145741
2409,The Last Road,1982,Animation,8.4,8821,173,78238653,137878033
2410,The Gold Hour,2005,Thriller,5.9,3159,121,126707898,564930799
2411,The Eternal Mind,1996,Crime,6.0,42820,125,144335739,84445071
2412,The Neon Knight,2017,Crime,10.0,9538,93,144990570,135920343
2413,The Fire World,1997,Sci-Fi,4.6,131984,139,27231795,57135350
2414,The Iron Rain,2015,Action,6.7,190100,127,46001667,10925001
2415,The Wild Code,1994,Documentary,7.1,9518,131,171080308,379899900
2416,The Dark World,2021,Thriller,6.6,6431,146,94764363,301130381
2417,The Dark Hour,2006,Documentary,7.8,18706,180,105234553,63213666
2418,The Wild Dream,2022,Horror,6.0,1660,148,213219064,519030850
2419,The Red Code,2019,Thriller,3.7,2955,125,243629519,486919469
2420,The Red Mind,2017,Horror,4.6,49877,149,114875826,115904293
2421,The Eternal War,2006,Drama,7.8,55606,142,160543634,158865724
2422,The Lost Mind,2009,Crime,6.5,26375,85,58346186,38863658
2423,The Silver Star,1975,Horror,7.3,1183392,114,45283392,59997156
2424,The Last Road,2000,Animation,6.9,2387,168,153411268,109488393
2425,The Neon War,1976,Horror,7.3,47649,121,208817200,1157666697
2426,The Hollow Road,1976,Comedy,8.8,136647,118,49714254,12684516
2427,The Shadow River,1984,Sci-Fi,8.6,25305,149,28833060,17611467
2428,The Hollow Heart,2015,Animation,4.7,48934,95,217118463,18990980
2429,The Gold Light,2011,Romance,6.8,4907,114,106847974,128812078
2430,The Storm River,2019,Thriller,5.8,4604,179,86100907,315757850
2431,The Hollow Mind,1999,Documentary,7.3,4736,180,174964408,310484707
2432,The Wild River,2021,Sci-Fi,6.1,15533,87,145165364,380381594
2433,The Dark Hour,1999,Comedy,6.1,174792,141,66452646,41734038
2434,The Silent Ocean,1986,Documentary,5.8,14366,124,4064975,1897720
2435,The Silver Blood,2005,Action,8.2,20644,144,64683178,186483157
2436,The Wild War,2005,Action,7.0,13048,83,171861481,7235725
2437,The Night House,1993,Thriller,3.9,15065,113,28642955,39023445
2438,The Hollow Edge,2017,Comedy,5.7,294750,107,166022919,188570002
2439,The Hollow House,2000,Crime,8.7,50195,162,6484985,972041
2440,The Lost Edge,2021,Documentary,7.0,89408,76,62597362,50176704
2441,The The Rain,2018,Sci-Fi,8.2,80873,148,27800877,13690933
2442,The Silent War,1986,Romance,7.1,3093,106,18981068,40816421
2443,The Steel Knight,1985,Drama,6.4,3169,169,204133499,190667773
2444,The Iron Mind,2013,Crime,6.6,384,122,147360776,78470795
2445,The Gold Light,2015,Crime,7.7,4732,116,229514550,110010412
2446,The Neon Star,1988,Thriller,7.2,523628,90,7978864,18398991
2447,The Storm Edge,1980,Documentary,5.3,903644,136,153004628,1473345405
2448,The Dark Code,1981,Sci-Fi,5.9,20976,137,188705873,192676823
2449,The Neon Code,1979,Romance,8.6,2216,144,218204917,83642979
2450,The Silent Rain,1988,Documentary,8.7,5134,108,31951496,96357969
2451,The Night River,2017,Documentary,6.0,13406,116,177108440,612863306
2452,The Eternal Game,2023,Documentary,6.7,6827,97,71919751,123061353
2453,The Iron Rain,1991,Thriller,7.8,87045,110,241761112,346439541
2454,The Hollow Blood,1982,Crime,6.5,1479,112,44539677,57106006
2455,The Wild Light,2020,Sci-Fi,8.4,15740,88,14750602,355859
2456,The Hollow Rain,2003,Drama,4.9,5166,119,113293954,111050306
2457,The Silver World,1985,Sci-Fi,5.1,7655,162,7638171,29599932
2458,The Hollow Edge,2018,Drama,7.7,1212,169,112900637,34671998
2459,The Eternal Rain,2016,Documentary,6.2,7236,127,210859555,309875166
2460,The Broken War,2003,Horror,5.1,40966,171,176625100,74522341
2461,The Shadow City,1989,Action,4.6,16644,120,34071975,9518201
2462,The Night House,2001,Drama,6.5,87017,96,78153619,54191872
2463,The The Light,1988,Crime,4.1,5601,175,108679008,85878675
2464,The Fire Edge,1997,Sci-Fi,4.3,42381,131,145333915,513892234
2465,The Wild Game,1980,Thriller,7.3,15285,79,211847964,326981930
2466,The Gold City,1981,Romance,7.5,969,171,206264188,2982931300
2467,The The Heart,1997,Animation,9.5,24380,106,120203163,578798604
2468,The Dark Star,2002,Crime,5.8,35576,132,147124573,114510471
2469,The Blue Code,1983,Crime,7.0,1331,86,167814407,4137047678
2470,The Last Road,2017,Drama,7.4,60604,95,247876211,1246433001
2471,The Night Mind,1994,Drama,4.2,16837,125,84137015,62476604
2472,The Shadow World,2009,Documentary,5.5,26792,75,6203926,3047862
2473,The Gold River,1994,Horror,6.2,427,171,1973469,1827474
2474,The Gold Light,1992,Horror,7.0,28824,159,233166701,449481732
2475,The Eternal Road,1983,Sci-Fi,7.4,924722,120,46933947,38191825
2476,The Storm Ocean,1985,Animation,5.6,93795,167,107902543,28290978
2477,The The Line,1987,Action,7.0,4390,146,59026991,43804181
2478,The Last Road,1980,Animation,8.2,144622,151,42212670,26219108
2479,The Wild War,1996,Action,5.9,4152,147,117040747,113215464
2480,The Fire Code,2014,Documentary,6.5,35422,167,95712518,56385993
2481,The Red Game,1975,Comedy,7.4,39862,150,245139683,76403863
2482,The Shadow Knight,1979,Documentary,4.9,16200,152,174389022,205722422
2483,The Eternal Star,1996,Crime,7.3,46918,176,84154052,313457636
2484,The Last City,2001,Sci-Fi,5.1,5724,151,22401939,32259049
2485,The Eternal Heart,2016,Drama,3.1,145499,132,64252636,305101229
2486,The Iron Edge,2023,Documentary,4.8,7885,114,54030221,102300613
2487,The Steel House,2008,Drama,4.6,158485,89,91612654,268605216
2488,The Iron Heart,2014,Crime,6.6,92875,143,174751313,72914578
2489,The Fire Ocean,2001,Drama,8.4,127220,76,162439092,207309632
2490,The Silver War,2000,Action,6.0,3517,163,224684414,114018186
2491,The Lost Rain,1989,Drama,4.9,61183,155,16743042,10199217
2492,The Hollow Knight,1986,Action,7.5,391,108,132893695,580753089
2493,The Shadow City,2015,Crime,7.5,5182,142,198826660,37840745
2494,The Broken Heart,2009,Documentary,6.9,377161,172,174779938,761503655
2495,The Iron Rain,1980,Thriller,7.6,103944,96,116769824,273746158
2496,The Dark House,2000,Horror,6.4,11740,100,39453254,63966255
2497,The Storm Game,1994,Sci-Fi,7.3,746900,113,40097351,46011466
2498,The Dark Line,2017,Documentary,5.3,2794,90,108522452,243886146
2499,The The Road,1998,Romance,6.9,41921,114,63061650,144050745
2500,The Steel Heart,1988,Animation,5.5,269047,98,213381974,1046741926
2501,The Wild Star,2019,Sci-Fi,6.8,304,140,27469881,90482987
2502,The Fire Ocean,1996,Documentary,8.0,42090,104,114575200,18897208
2503,The Dark Game,1991,Comedy,8.3,4861,133,43220208,21641073
2504,The Red Game,2000,Animation,6.7,2799,91,88685398,210501856
2505,The Iron Game,2006,Horror,8.3,56173,94,241346628,731855417
2506,The Dark Heart,1994,Animation,7.1,589,95,100679678,59644750
2507,The Silver Road,1979,Comedy,4.2,1380430,119,243509600,71550225
2508,The Red Heart,2014,Comedy,5.1,87530,117,186759087,247196590
2509,The Broken War,2000,Comedy,5.6,3825,106,5684044,21363711
2510,The Storm War,2017,Action,6.9,77298,121,240384647,1259123150
2511,The Broken Edge,2024,Documentary,8.0,3895,146,178041360,86017805
2512,The Steel House,2004,Crime,6.5,142250,162,58920824,140988755
2513,The Silver War,1977,Documentary,6.9,1086,168,26782415,340756430
2514,The Silent Hour,2007,Horror,6.9,26620,143,160422961,107658919
2515,The Red Line,1990,Crime,5.9,460670,143,197993803,156349217
2516,The Silent Heart,1977,Drama,6.3,53781,126,204674168,413728436
2517,The Iron Rain,2008,Drama,8.1,2195,180,1477171,267657
2518,The The Dream,2015,Thriller,6.8,5802,128,76891499,401455553
2519,The Lost Road,1978,Romance,6.7,560142,151,157763162,355893687
2520,The Gold Code,1993,Action,4.6,35027,134,240363563,99897251
2521,The Broken House,2002,Romance,5.3,14055,146,91630867,44341604
2522,The Eternal Mind,2017,Crime,7.7,39415,126,56627400,181726037
2523,The Night Heart,1984,Documentary,6.9,965,119,116030563,39207910
2524,The Shadow Line,2005,Comedy,6.5,4205,163,150574788,187676736
2525,The Storm Knight,1998,Action,6.2,573,92,101649475,412306407
2526,The Blue Code,1996,Documentary,8.1,24287,79,179726469,923593640
2527,The Iron Star,2000,Animation,5.8,22917,123,27144732,30354851
2528,The Gold Hour,1989,Documentary,5.7,7141,114,167016947,131467893
2529,The Blue Blood,2011,Comedy,4.7,9176,171,105014964,29638470
2530,The Shadow War,2008,Thriller,5.7,39431,93,91415439,156792094
2531,The Lost City,1977,Romance,8.5,6874,170,126654037,99014235
2532,The Steel City,1980,Animation,8.7,68560,169,12671545,31895704
2533,The Fire Heart,1975,Animation,5.8,9787,177,31805243,92437492
2534,The Storm War,2010,Documentary,7.7,8301,156,165876106,540193563
2535,The Neon Dream,2000,Horror,4.5,7526,76,39855395,79565687
2536,The Dark Star,1987,Comedy,4.8,60954,134,64003268,78715200
2537,The Night Code,1982,Horror,6.8,536,155,158614675,746179699
2538,The Lost Code,1975,Crime,6.3,14607,133,211053802,449215794
2539,The Blue Ocean,1983,Comedy,6.2,6506,151,39390182,37550182
2540,The Lost Dream,1977,Comedy,3.8,7778,86,54151333,180764874
2541,The Iron Ocean,1994,Documentary,10.0,5739,89,120436135,1125555916
2542,The Silent Rain,1977,Comedy,6.7,22328,148,200941506,180812466
2543,The Silent Road,1993,Romance,5.6,24292,100,29069347,4747153
2544,The Gold Knight,2005,Thriller,5.1,14351,135,161965579,143712016
2545,The The Edge,1988,Thriller,8.6,2677,149,165668204,1024249384
2546,The The Light,1990,Action,3.9,78786,125,201734412,215465660
2547,The Wild Light,1989,Thriller,7.7,17680,83,189662632,332777177
2548,The Iron Line,1980,Comedy,8.6,42624,78,144294985,319289801
2549,The Silent Rain,1985,Crime,5.9,12864,82,76403202,13214241
2550,The Gold World,1994,Sci-Fi,7.8,176394,156,171765129,312679349
2551,The Last Rain,2008,Documentary,6.7,52222,88,7805687,9141344
2552,The Blue House,2023,Documentary,6.6,793603,115,155114703,1178850996
2553,The Iron River,2008,Romance,9.1,73884,81,10801563,39195494
2554,The Steel Ocean,1996,Crime,8.5,175618,110,62055542,21222698
2555,The The House,2021,Sci-Fi,4.7,17787,179,57670992,143040323
2556,The Lost Edge,2014,Documentary,7.7,110476,98,104274317,63388317
2557,The Wild War,2016,Thriller,7.0,30778,129,187420530,670537021
2558,The Wild Light,2022,Animation,5.6,147519,117,178504021,75322640
2559,The Silver Light,2004,Documentary,5.9,2711,176,34384771,171278039
2560,The Fire Hour,1977,Comedy,5.6,15121,146,173089650,658749259
2561,The Gold Light,1999,Sci-Fi,6.7,113825,153,51459971,227180036
2562,The Iron Game,2000,Romance,6.7,1894,163,160979511,196706340
2563,The Lost Dream,2006,Horror,9.3,34431,159,36519452,37886247
2564,The Dark Game,2000,Action,6.6,922890,94,98204737,61310171
2565,The Last Line,2014,Comedy,7.7,590765,170,15866700,7404925
2566,The Last Star,2012,Action,5.9,16061,175,68747331,117609620
2567,The Neon Light,1978,Documentary,5.7,25639,123,224394153,345616341
2568,The Eternal Star,1983,Horror,4.9,3019,108,143062837,26453137
2569,The Steel Light,1998,Sci-Fi,8.7,24844,92,6634799,4843642
2570,The Broken Edge,1982,Thriller,6.1,20522,155,169410623,144007979
2571,The Night War,2002,Thriller,5.3,63222,127,228530375,282288379
2572,The Silver Star,2011,Documentary,6.4,161089,168,62234414,197632575
2573,The Iron World,2012,Sci-Fi,6.3,99145,96,51063233,56572488
2574,The Lost River,2023,Sci-Fi,9.2,97214,165,196862861,307720884
2575,The Dark Light,1989,Drama,6.8,13974,115,189570677,114594979
2576,The Lost War,2024,Action,8.0,19498,153,14993671,8437732
2577,The Silent Light,2020,Action,6.1,410842,89,111717897,20381970
2578,The Silver Game,1988,Romance,3.0,3648,113,20450903,29335547
2579,The Hollow War,2017,Sci-Fi,5.2,18896,167,123238237,102603555
2580,The Silent Rain,2021,Action,5.3,13039,84,18284721,23597507
2581,The Blue Mind,1988,Action,6.1,298718,158,125290026,15569877
2582,The Fire Code,1975,Drama,5.1,27758,106,9609631,30288053
2583,The Blue River,2015,Drama,6.5,2166,96,215579524,560893093
2584,The Fire City,2015,Action,8.5,10840,120,205681146,1349899605
2585,The Last Line,2005,Drama,6.8,18428,112,37970740,56808478
2586,The Silver Game,2006,Romance,6.9,43498,101,169907814,189308826
2587,The Neon Road,1996,Drama,8.3,1642,85,9686862,13879643
2588,The Eternal War,1983,Drama,7.7,16425,163,13792669,4425547
2589,The Fire Road,1990,Thriller,6.1,43821,165,243776947,158692530
2590,The Neon Knight,2004,Crime,7.2,10619,89,117699365,271169345
2591,The Wild Ocean,1982,Action,8.0,4206,175,115426651,504486319
2592,The Gold Code,1990,Documentary,4.9,180,83,6062662,5848634
2593,The Fire Code,1975,Horror,8.2,1464,145,8373738,3500739
2594,The Silver Code,2019,Horror,6.8,10819,77,176609654,629869923
2595,The Neon House,1981,Romance,6.2,68814,164,66643809,132671888
2596,The Red Road,2007,Action,4.1,92495,133,174925141,206209567
2597,The Last Hour,2019,Romance,7.2,317,100,160937706,78300893
2598,The Eternal Dream,2024,Animation,5.5,3898,139,185099252,218216068
2599,The Steel Knight,2009,Crime,6.7,1665,143,158722222,651547391
2600,The Silver Star,2005,Romance,6.9,1244,83,215553124,554781017
2601,The Red Code,2019,Horror,5.5,1614,151,237030362,142078045
2602,The Iron Game,2003,Documentary,8.4,6521,152,229865299,598675878
2603,The Neon Code,2001,Romance,8.0,555,162,28938743,12275738
2604,The Blue Light,2008,Animation,6.2,338696,79,215209385,25183548
2605,The Steel Code,2013,Animation,6.6,129603,133,117131340,220711823
2606,The Lost Hour,2012,Thriller,6.0,37101,162,248143618,331062160
2607,The Storm Light,2021,Action,7.5,68099,151,34996229,40393643
2608,The Fire World,1989,Romance,4.9,1027,170,146224430,1497131575
2609,The Hollow Rain,2021,Horror,4.4,278485,140,176009483,138159300
2610,The Wild Code,2019,Sci-Fi,3.9,1030,147,3295905,7116518
2611,The Gold Ocean,2014,Sci-Fi,4.8,781708,180,80776039,220319755
2612,The Storm Ocean,1982,Thriller,5.5,647,96,200666947,220333869
2613,The Steel Mind,1994,Crime,6.8,59,168,70555803,34253571
2614,The Silver Code,2008,Horror,3.9,4591,165,232449948,354764984
2615,The Neon River,1998,Horror,5.3,22756,161,134380011,75703682
2616,The Dark Rain,2005,Comedy,6.5,5459,79,132212782,1203047603
2617,The The Knight,2018,Documentary,7.3,890,162,171945327,572599552
2618,The Steel Game,2007,Sci-Fi,5.2,26741,95,40892791,8552219
2619,The Shadow Star,1975,Comedy,6.6,44685,91,149800653,59507484
2620,The Lost Ocean,2023,Crime,7.4,10361,105,85171151,364350342
2621,The Storm House,2003,Crime,7.5,3852,137,21088791,5112217
2622,The Iron Road,1990,Romance,8.1,63074,119,187525248,149093800
2623,The Silver River,2011,Drama,6.3,4497,88,148911242,901703296
2624,The Silent Hour,2005,Drama,8.1,264910,76,227220996,265546734
2625,The Iron Line,1985,Animation,8.6,26487,165,170737221,61342997
2626,The Storm Code,2019,Romance,4.3,4735,107,100583751,41541067
2627,The Iron Mind,1978,Thriller,7.5,75760,138,134793336,173546625
2628,The Broken House,2016,Action,7.5,2666,99,155768705,316213625
2629,The Hollow Knight,2008,Drama,7.5,2921,167,178352472,914508422
2630,The Silver House,2018,Horror,8.6,517,161,7271666,7162219
2631,The Eternal Line,2016,Crime,7.9,11939,79,15983245,7242047
2632,The Night Code,2005,Comedy,5.9,4993,145,175228952,118707475
2633,The Dark Dream,2022,Drama,5.0,6683,93,31192252,16077849
2634,The Dark Game,1984,Sci-Fi,5.5,24530,131,201950157,136440801
2635,The The River,2014,Drama,5.0,79504,176,45698519,11014303
2636,The Fire Road,2001,Documentary,5.9,141273,165,113497605,88557652
2637,The Storm City,2001,Romance,8.3,1831635,108,119101054,32899613
2638,The Neon Road,2004,Action,6.6,2554,163,68272187,82024938
2639,The Broken River,2003,Drama,8.7,41082,136,126655366,99433299
2640,The Dark Edge,2014,Drama,6.5,24876,94,147500229,114556658
2641,The Eternal Knight,2007,Action,6.7,6564,165,173845906,423741212
2642,The Neon World,1996,Action,5.7,2816,157,139498186,94978545
2643,The Last War,1987,Documentary,8.9,48013,135,234524122,390366261
2644,The Neon Blood,2012,Thriller,7.7,48714,97,205271188,509388371
2645,The Steel Rain,1998,Action,6.0,603,153,150348601,408392809
2646,The Lost House,2019,Documentary,5.5,26355,126,131432485,59893711
2647,The Fire Ocean,1993,Horror,7.4,12432,122,197497304,227505210
2648,The Wild Dream,1980,Romance,6.9,52353,83,25586209,25894779
2649,The Night Edge,1976,Drama,6.5,2042,111,152758925,178456695
2650,The Storm Star,1977,Crime,6.3,7681,176,162878950,193073482
2651,The Silver Road,2002,Drama,5.3,657,119,41627149,30207771
2652,The Iron House,1978,Romance,9.0,6247,89,94743545,234391884
2653,The Silent Dream,1980,Comedy,10.0,118329,148,208083560,970505541
2654,The Last Rain,2022,Sci-Fi,3.8,58057,75,225810041,329836568
2655,The Hollow Edge,2013,Action,5.1,26556,125,139569376,192518083
2656,The Eternal Road,2007,Sci-Fi,4.4,171339,96,77032051,356912192
2657,The Eternal Code,1996,Comedy,8.4,28308,108,101364089,266211934
2658,The Steel Edge,1981,Animation,6.8,30067,84,144406845,51654756
2659,The Steel Mind,2017,Action,7.7,7029,106,96822290,339095026
2660,The The House,2017,Drama,6.5,13134,158,74819285,939720839
2661,The Shadow Code,1984,Animation,5.7,1006,138,178891582,569121545
2662,The Silver Dream,2005,Sci-Fi,5.3,539889,88,193806891,222976025
2663,The Gold Heart,2003,Drama,6.5,4989,133,28835052,36324406
2664,The Gold Blood,1980,Drama,6.6,9088,98,134959088,135575401
2665,The Silver Rain,2014,Crime,6.9,867,129,167342339,1006784212
2666,The Eternal Ocean,2009,Comedy,5.7,92174,117,79703680,49377007
2667,The The Game,1990,Crime,6.4,135849,163,58184479,21042458
2668,The Fire Road,2002,Animation,7.2,2989,159,18180534,25240472
2669,The Last Blood,1993,Horror,6.9,950,160,94810851,16977764
2670,The Storm Edge,2010,Sci-Fi,4.9,73471,91,189235146,214753341
2671,The Iron Star,2008,Thriller,7.7,5015,91,190663881,45188025
2672,The Shadow Ocean,1978,Sci-Fi,6.7,3799,161,48314669,18386497
2673,The Neon City,2004,Animation,7.4,73774,84,57292773,83435215
2674,The Steel Game,2006,Animation,5.6,43140,125,112721876,60972035
2675,The Shadow Game,2000,Drama,5.6,613,85,141360962,1281538790
2676,The Silent Code,1979,Crime,7.4,26212,130,157766223,938456947
2677,The Dark Game,2008,Drama,6.6,22161,163,226673327,330939932
2678,The Eternal River,1977,Drama,5.6,1516,161,45979526,200751564
2679,The Eternal Heart,1988,Animation,6.4,3767,123,141379472,163582661
2680,The Silent Knight,1999,Thriller,3.4,501632,98,127486319,55217708
2681,The Gold Blood,1984,Romance,10.0,19303,109,118475816,229193386
2682,The Blue Game,2005,Animation,6.7,225570,166,206917765,96117470
2683,The Eternal Knight,1997,Sci-Fi,6.1,13247,160,222436213,72140535
2684,The Storm Ocean,2020,Horror,5.0,4674,172,196104494,885769076
2685,The Red Code,2008,Horror,4.5,9976,136,150764862,830732733
2686,The Storm Light,2015,Crime,5.0,86284,157,124543319,79211830
2687,The Night Mind,1975,Drama,5.4,44553,108,201287182,488458135
2688,The The Line,2020,Drama,10.0,27647,143,125888239,608345810
2689,The Gold House,1990,Documentary,6.0,394,161,226987219,195161226
2690,The Lost Star,2001,Animation,5.5,11552,91,193846932,106810854
2691,The Neon River,2006,Action,8.5,4561,120,114896725,169718762
2692,The Silent Rain,2009,Action,7.8,12229,133,76216558,211813344
2693,The Red Rain,1983,Crime,5.5,2536,123,99197534,231110935
2694,The Red Blood,2017,Action,5.3,182033,138,92436257,168747154
2695,The Iron World,1996,Romance,5.6,63172,147,191608928,387872346
2696,The Last Light,1993,Romance,8.3,486127,154,93603264,208097415
2697,The Fire House,1981,Thriller,7.8,48683,122,132916171,108988162
2698,The Gold Rain,1977,Thriller,5.1,426468,135,170295546,136667203
2699,The Last City,1976,Sci-Fi,4.1,428,162,231382863,63003055
2700,The Neon House,1993,Romance,6.3,16209,176,211986762,40275541
2701,The Wild Edge,2020,Sci-Fi,6.9,19741,147,17409624,38582086
2702,The Iron Star,1980,Sci-Fi,5.8,7571,113,110155601,272879468
2703,The Eternal Line,2007,Animation,6.1,1702,162,168346085,197415388
2704,The Blue World,2001,Comedy,5.0,1343,112,220952406,1709887801
2705,The Neon Dream,1989,Animation,7.6,363971,95,166911650,251662374
2706,The Lost Code,2020,Comedy,6.8,2043,127,82072492,208131711
2707,The Lost Rain,2018,Drama,4.8,23120,102,52591489,255877439
2708,The Last Heart,1989,Comedy,5.6,51346,113,249509442,1110180483
2709,The The Hour,1975,Thriller,7.1,32076,154,31910744,41505175
2710,The Broken Knight,2021,Documentary,5.7,6637,172,239197329,1136710901
2711,The Fire Blood,1979,Documentary,6.4,90574,180,193081196,257862441
2712,The Steel River,1984,Comedy,8.2,66833,125,8005489,59286269
2713,The Silent Mind,2016,Action,8.6,440034,131,228334040,875649740
2714,The Silver Light,2002,Horror,6.1,11566,76,93709549,158222933
2715,The Steel Knight,2018,Action,4.3,3660,78,133379554,21853526
2716,The Night City,2012,Thriller,4.8,18425,110,177084093,62763090
2717,The Neon World,1994,Animation,6.6,81526,143,209927660,277263330
2718,The Hollow Heart,1987,Drama,6.8,73868,106,126660086,59431693
2719,The Lost Mind,1984,Crime,3.6,3086,118,200365542,153528590
2720,The Night Line,2024,Documentary,6.0,970,128,210842170,27124572
2721,The Night Dream,2009,Action,5.6,54036,147,226804652,401372655
2722,The Broken Road,1977,Animation,6.1,7439,107,118836649,114349208
2723,The Red City,2002,Crime,6.2,5861,137,206815889,118138109
2724,The Lost Hour,2003,Sci-Fi,3.2,20568,108,97193913,134260754
2725,The Last River,1991,Horror,6.9,6347,114,191948682,117603728
2726,The Silver City,2009,Horror,5.2,13990,124,247271524,263778617
